order_id,order_date,customer_id,quantity,price_per_unit,sales
121,2023-10-15,CUST121,4,50,200.0
122,2023-10-03,CUST122,4,30,120.0
123,2023-05-15,CUST123,2,30,60.0
124,2023-10-27,CUST124,4,500,2000.0
125,2023-08-08,CUST125,2,50,100.0
126,2023-10-26,CUST126,3,30,90.0
127,2023-07-24,CUST127,2,25,50.0
128,2023-07-05,CUST128,1,500,500.0
129,2023-04-23,CUST129,2,300,600.0
130,2023-03-12,CUST130,1,500,500.0
131,2023-09-18,CUST131,2,300,600.0
132,2023-09-10,CUST132,4,50,200.0
133,2023-02-16,CUST133,3,300,900.0
134,2023-01-25,CUST134,1,50,50.0
135,2023-02-26,CUST135,2,25,50.0
136,2023-03-20,CUST136,2,300,600.0
137,2023-11-18,CUST137,2,500,1000.0
138,2023-03-23,CUST138,4,50,200.0
139,2023-12-15,CUST139,4,500,2000.0
140,2023-08-05,CUST140,1,30,30.0
141,2023-11-02,CUST141,1,50,50.0
142,2023-02-02,CUST142,4,300,1200.0
143,2023-07-17,CUST143,1,50,50.0
144,2023-07-15,CUST144,3,500,1500.0
145,2023-11-02,CUST145,3,25,75.0
146,2023-08-28,CUST146,4,50,200.0
147,2023-09-28,CUST147,1,300,300.0
148,2023-05-09,CUST148,2,30,60.0
149,2023-10-11,CUST149,3,25,75.0
150,2023-01-06,CUST150,4,30,120.0
151,2023-12-15,CUST151,1,50,50.0
152,2023-02-28,CUST152,4,500,2000.0
153,2023-12-16,CUST153,2,500,1000.0
154,2023-10-02,CUST154,3,300,900.0
155,2023-05-17,CUST155,4,500,2000.0
156,2023-11-25,CUST156,4,25,100.0
157,2023-06-24,CUST157,4,500,2000.0
158,2023-02-27,CUST158,2,300,600.0
159,2023-05-31,CUST159,4,50,200.0
160,2023-08-11,CUST160,2,50,100.0
161,2023-03-22,CUST161,2,500,1000.0
162,2023-08-21,CUST162,2,30,60.0
163,2023-01-02,CUST163,3,50,150.0
164,2023-05-15,CUST164,3,500,1500.0
165,2023-09-14,CUST165,4,300,1200.0
166,2023-04-02,CUST166,4,500,2000.0
167,2023-09-17,CUST167,3,50,150.0
168,2023-02-24,CUST168,1,300,300.0
169,2023-11-17,CUST169,3,500,1500.0
170,2023-06-02,CUST170,2,25,50.0
171,2023-11-24,CUST171,3,300,900.0
172,2023-09-17,CUST172,2,25,50.0
173,2023-11-08,CUST173,4,30,120.0
174,2023-04-12,CUST174,1,300,300.0
175,2023-03-20,CUST175,4,25,100.0
176,2023-07-11,CUST176,2,50,100.0
177,2023-03-24,CUST177,2,50,100.0
178,2023-10-04,CUST178,2,30,60.0
179,2023-09-29,CUST179,1,300,300.0
180,2023-01-01,CUST180,3,300,900.0
181,2023-11-03,CUST181,4,300,1200.0
182,2023-06-15,CUST182,4,30,120.0
183,2023-09-08,CUST183,3,300,900.0
184,2023-01-10,CUST184,4,50,200.0
185,2023-02-27,CUST185,1,25,25.0
186,2023-07-05,CUST186,4,50,200.0
187,2023-06-07,CUST187,2,50,100.0
188,2023-05-03,CUST188,3,25,75.0
189,2023-01-30,CUST189,1,50,50.0
190,2023-05-04,CUST190,3,30,90.0
191,2023-10-18,CUST191,1,25,25.0
192,2023-02-10,CUST192,2,50,100.0
193,2023-02-13,CUST193,3,500,1500.0
194,2023-09-06,CUST194,4,50,200.0
195,2023-02-05,CUST195,1,30,30.0
196,2023-09-30,CUST196,3,300,900.0
197,2023-03-06,CUST197,4,50,200.0
198,2023-03-07,CUST198,3,300,900.0
199,2023-12-04,CUST199,3,500,1500.0
200,2023-09-01,CUST200,3,50,150.0
201,2023-10-09,CUST201,1,25,25.0
202,2023-03-26,CUST202,4,300,1200.0
203,2023-05-16,CUST203,2,500,1000.0
204,2023-09-28,CUST204,1,25,25.0
205,2023-11-07,CUST205,1,25,25.0
206,2023-08-05,CUST206,1,25,25.0
207,2023-04-19,CUST207,2,25,50.0
208,2023-10-04,CUST208,4,50,200.0
209,2023-12-20,CUST209,4,50,200.0
210,2023-04-13,CUST210,4,50,200.0
211,2024-01-01,CUST211,3,500,1500.0
212,2023-06-09,CUST212,3,500,1500.0
213,2023-07-24,CUST213,3,500,1500.0
214,2023-12-10,CUST214,2,30,60.0
215,2023-11-29,CUST215,3,500,1500.0
216,2023-07-11,CUST216,2,50,100.0
217,2023-08-13,CUST217,4,50,200.0
218,2023-09-22,CUST218,3,30,90.0
219,2023-08-20,CUST219,3,30,90.0
220,2023-03-03,CUST220,1,500,500.0
221,2023-05-07,CUST221,2,300,600.0
222,2023-04-26,CUST222,4,30,120.0
223,2023-02-02,CUST223,1,25,25.0
224,2023-06-23,CUST224,1,50,50.0
225,2023-01-11,CUST225,4,25,100.0
226,2023-10-29,CUST226,1,50,50.0
227,2023-10-11,CUST227,2,50,100.0
228,2023-04-28,CUST228,2,30,60.0
229,2023-10-29,CUST229,3,30,90.0
230,2023-04-23,CUST230,1,25,25.0
231,2023-01-04,CUST231,3,50,150.0
232,2023-02-06,CUST232,1,25,25.0
233,2023-12-29,CUST233,2,300,600.0
234,2023-11-20,CUST234,2,25,50.0
235,2023-01-31,CUST235,2,500,1000.0
236,2023-04-28,CUST236,1,25,25.0
237,2023-02-04,CUST237,2,500,1000.0
238,2023-01-17,CUST238,1,500,500.0
239,2023-06-19,CUST239,3,500,1500.0
240,2023-02-06,CUST240,1,300,300.0
241,2023-09-21,CUST241,3,25,75.0
242,2023-05-02,CUST242,1,25,25.0
243,2023-05-23,CUST243,3,300,900.0
244,2023-12-09,CUST244,2,50,100.0
245,2023-09-06,CUST245,3,30,90.0
246,2023-04-20,CUST246,2,25,50.0
247,2023-10-04,CUST247,2,30,60.0
248,2023-03-09,CUST248,3,300,900.0
249,2023-10-20,CUST249,1,50,50.0
250,2023-10-23,CUST250,1,50,50.0
251,2023-08-31,CUST251,4,50,200.0
252,2023-05-05,CUST252,1,300,300.0
253,2023-08-31,CUST253,4,500,2000.0
254,2023-07-28,CUST254,1,500,500.0
255,2023-04-08,CUST255,1,30,30.0
256,2023-02-18,CUST256,2,500,1000.0
257,2023-02-19,CUST257,4,500,2000.0
258,2023-12-04,CUST258,1,50,50.0
259,2023-08-09,CUST259,4,50,200.0
260,2023-07-01,CUST260,2,30,60.0
261,2023-08-05,CUST261,2,25,50.0
262,2023-07-30,CUST262,4,30,120.0
263,2023-08-28,CUST263,2,30,60.0
264,2023-01-28,CUST264,3,300,900.0
265,2023-12-11,CUST265,3,300,900.0
266,2023-12-01,CUST266,2,30,60.0
267,2023-11-27,CUST267,3,30,90.0
268,2023-02-20,CUST268,1,30,30.0
269,2023-02-01,CUST269,4,500,2000.0
270,2023-07-26,CUST270,1,300,300.0
271,2023-06-23,CUST271,4,30,120.0
272,2023-02-25,CUST272,2,50,100.0
273,2023-05-08,CUST273,1,50,50.0
274,2023-04-09,CUST274,2,500,1000.0
275,2023-04-08,CUST275,2,500,1000.0
276,2023-10-02,CUST276,4,25,100.0
277,2023-08-18,CUST277,4,25,100.0
278,2023-03-13,CUST278,4,25,100.0
279,2023-08-05,CUST279,1,500,500.0
280,2023-04-04,CUST280,3,500,1500.0
281,2023-05-23,CUST281,4,500,2000.0
282,2023-08-25,CUST282,4,50,200.0
283,2023-05-08,CUST283,1,500,500.0
284,2023-02-08,CUST284,4,50,200.0
285,2023-08-15,CUST285,1,25,25.0
286,2023-10-09,CUST286,2,25,50.0
287,2023-02-20,CUST287,4,25,100.0
288,2023-01-26,CUST288,4,30,120.0
289,2023-11-30,CUST289,2,30,60.0
290,2023-10-04,CUST290,2,300,600.0
291,2023-01-08,CUST291,2,300,600.0
292,2023-02-17,CUST292,4,300,1200.0
293,2023-05-02,CUST293,3,30,90.0
294,2023-03-27,CUST294,3,30,90.0
295,2023-07-28,CUST295,3,300,900.0
296,2023-09-06,CUST296,4,300,1200.0
297,2023-09-04,CUST297,2,500,1000.0
298,2023-04-20,CUST298,4,300,1200.0
299,2023-07-25,CUST299,2,500,1000.0
300,2023-01-31,CUST300,4,50,200.0
301,2023-03-26,CUST301,4,30,120.0
302,2023-07-14,CUST302,2,300,600.0
303,2023-01-02,CUST303,3,30,90.0
304,2023-07-19,CUST304,2,30,60.0
305,2023-05-16,CUST305,1,30,30.0
306,2023-08-21,CUST306,1,50,50.0
307,2023-05-27,CUST307,2,25,50.0
308,2023-08-05,CUST308,4,300,1200.0
309,2023-12-23,CUST309,1,25,25.0
310,2023-10-12,CUST310,1,25,25.0
311,2023-12-05,CUST311,4,25,100.0
312,2023-09-07,CUST312,4,30,120.0
313,2023-03-21,CUST313,3,500,1500.0
314,2023-04-08,CUST314,4,30,120.0
315,2023-06-01,CUST315,2,30,60.0
316,2023-04-22,CUST316,2,25,50.0
317,2023-01-30,CUST317,3,30,90.0
318,2023-10-24,CUST318,1,25,25.0
319,2023-10-05,CUST319,1,500,500.0
320,2023-02-01,CUST320,4,300,1200.0
321,2023-06-10,CUST321,2,25,50.0
322,2023-01-30,CUST322,1,500,500.0
323,2023-01-26,CUST323,3,300,900.0
324,2023-10-27,CUST324,3,50,150.0
325,2023-09-02,CUST325,2,25,50.0
326,2023-09-15,CUST326,3,25,75.0
327,2023-09-29,CUST327,3,50,150.0
328,2023-03-22,CUST328,2,50,100.0
329,2023-01-30,CUST329,4,25,100.0
330,2023-09-18,CUST330,4,50,200.0
331,2023-02-11,CUST331,3,30,90.0
332,2023-04-06,CUST332,4,300,1200.0
333,2023-02-05,CUST333,4,300,1200.0
334,2023-11-01,CUST334,3,300,900.0
335,2023-02-04,CUST335,4,30,120.0
336,2023-12-12,CUST336,3,50,150.0
337,2023-05-01,CUST337,1,500,500.0
338,2023-07-26,CUST338,2,50,100.0
339,2023-03-03,CUST339,2,25,50.0
340,2023-10-19,CUST340,4,300,1200.0
341,2023-05-07,CUST341,4,50,200.0
342,2023-10-24,CUST342,4,500,2000.0
343,2023-11-01,CUST343,2,25,50.0
344,2023-01-21,CUST344,1,30,30.0
345,2023-11-14,CUST345,1,30,30.0
346,2023-02-11,CUST346,2,500,1000.0
347,2023-08-03,CUST347,1,25,25.0
348,2023-12-03,CUST348,2,300,600.0
349,2023-10-26,CUST349,1,50,50.0
350,2023-10-17,CUST350,3,25,75.0
351,2023-09-25,CUST351,3,30,90.0
352,2023-06-11,CUST352,2,500,1000.0
353,2023-05-14,CUST353,1,500,500.0
354,2023-04-15,CUST354,4,50,200.0
355,2023-12-09,CUST355,1,500,500.0
356,2023-06-10,CUST356,3,500,1500.0
357,2023-05-03,CUST357,3,25,75.0
358,2023-05-16,CUST358,1,300,300.0
359,2023-07-22,CUST359,1,50,50.0
360,2023-03-09,CUST360,4,25,100.0
361,2023-12-10,CUST361,4,300,1200.0
362,2023-11-27,CUST362,1,25,25.0
363,2023-06-03,CUST363,1,25,25.0
364,2023-08-23,CUST364,1,500,500.0
365,2023-06-11,CUST365,1,300,300.0
366,2023-02-07,CUST366,2,50,100.0
367,2023-01-05,CUST367,1,50,50.0
368,2023-08-23,CUST368,4,300,1200.0
369,2023-11-15,CUST369,3,500,1500.0
370,2023-10-16,CUST370,2,30,60.0
371,2023-02-21,CUST371,1,25,25.0
372,2023-02-07,CUST372,3,500,1500.0
373,2023-10-03,CUST373,2,300,600.0
374,2023-04-20,CUST374,3,25,75.0
375,2023-09-17,CUST375,1,50,50.0
376,2023-05-16,CUST376,1,30,30.0
377,2023-03-09,CUST377,4,50,200.0
378,2023-06-28,CUST378,1,300,300.0
379,2023-02-05,CUST379,1,25,25.0
380,2023-05-06,CUST380,2,300,600.0
381,2023-07-09,CUST381,4,25,100.0
382,2023-05-26,CUST382,2,500,1000.0
383,2023-03-22,CUST383,3,30,90.0
384,2023-08-13,CUST384,1,500,500.0
385,2023-10-06,CUST385,3,500,1500.0
386,2023-12-27,CUST386,2,300,600.0
387,2023-06-04,CUST387,1,30,30.0
388,2023-11-10,CUST388,1,25,25.0
389,2023-12-01,CUST389,2,25,50.0
390,2023-09-28,CUST390,2,50,100.0
391,2023-01-05,CUST391,2,25,50.0
392,2023-12-08,CUST392,2,300,600.0
393,2023-10-11,CUST393,2,500,1000.0
394,2023-06-03,CUST394,1,500,500.0
395,2023-12-06,CUST395,2,500,1000.0
396,2023-02-23,CUST396,1,30,30.0
397,2023-03-10,CUST397,1,25,25.0
398,2023-05-16,CUST398,2,300,600.0
399,2023-03-01,CUST399,2,30,60.0
400,2023-02-24,CUST400,4,50,200.0
401,2023-10-11,CUST401,1,300,300.0
402,2023-03-21,CUST402,2,300,600.0
403,2023-05-20,CUST403,2,300,600.0
404,2023-05-25,CUST404,2,500,1000.0
405,2023-11-06,CUST405,4,300,1200.0
406,2023-04-18,CUST406,4,25,100.0
407,2023-06-25,CUST407,3,300,900.0
408,2023-04-15,CUST408,1,500,500.0
409,2023-12-18,CUST409,3,300,900.0
410,2023-11-21,CUST410,2,50,100.0
411,2023-05-16,CUST411,4,50,200.0
412,2023-09-16,CUST412,4,500,2000.0
413,2023-09-08,CUST413,3,25,75.0
414,2023-05-09,CUST414,4,25,100.0
415,2023-01-27,CUST415,2,30,60.0
416,2023-02-17,CUST416,4,500,2000.0
417,2023-11-21,CUST417,3,300,900.0
418,2023-08-05,CUST418,2,500,1000.0
419,2023-05-22,CUST419,3,30,90.0
420,2023-01-23,CUST420,4,500,2000.0
421,2023-01-02,CUST421,3,500,1500.0
422,2023-06-20,CUST422,3,30,90.0
423,2023-03-08,CUST423,1,25,25.0
424,2023-11-23,CUST424,4,300,1200.0
425,2023-05-15,CUST425,4,30,120.0
426,2023-03-24,CUST426,3,50,150.0
427,2023-08-15,CUST427,1,25,25.0
428,2023-10-10,CUST428,4,50,200.0
429,2023-12-28,CUST429,2,25,50.0
430,2023-08-07,CUST430,3,300,900.0
431,2023-10-15,CUST431,4,300,1200.0
432,2023-01-05,CUST432,2,500,1000.0
433,2023-02-27,CUST433,4,50,200.0
434,2023-02-08,CUST434,2,25,50.0
435,2023-12-20,CUST435,3,300,900.0
436,2023-03-18,CUST436,4,30,120.0
437,2023-10-07,CUST437,4,300,1200.0
438,2023-01-19,CUST438,1,30,30.0
439,2023-07-09,CUST439,3,25,75.0
440,2023-10-26,CUST440,2,300,600.0
441,2023-10-10,CUST441,4,300,1200.0
442,2023-03-17,CUST442,4,25,100.0
443,2023-08-09,CUST443,2,300,600.0
444,2023-03-07,CUST444,3,30,90.0
445,2023-01-22,CUST445,1,300,300.0
446,2023-06-07,CUST446,1,50,50.0
447,2023-07-06,CUST447,4,500,2000.0
448,2023-01-21,CUST448,2,30,60.0
449,2023-07-03,CUST449,4,50,200.0
450,2023-04-18,CUST450,2,25,50.0
451,2023-12-16,CUST451,1,30,30.0
452,2023-05-08,CUST452,3,500,1500.0
453,2023-12-08,CUST453,2,500,1000.0
454,2023-02-22,CUST454,1,25,25.0
455,2023-07-01,CUST455,4,25,100.0
456,2023-10-14,CUST456,2,30,60.0
457,2023-07-28,CUST457,3,300,900.0
458,2023-11-14,CUST458,4,25,100.0
459,2023-03-21,CUST459,4,300,1200.0
460,2023-05-02,CUST460,1,50,50.0
461,2023-03-25,CUST461,2,500,1000.0
462,2023-04-01,CUST462,4,300,1200.0
463,2023-07-31,CUST463,3,500,1500.0
464,2023-01-13,CUST464,2,300,600.0
465,2023-04-02,CUST465,3,50,150.0
466,2023-06-20,CUST466,4,25,100.0
467,2023-07-30,CUST467,3,50,150.0
468,2023-12-09,CUST468,1,25,25.0
469,2023-05-08,CUST469,3,25,75.0
470,2023-05-17,CUST470,2,500,1000.0
471,2023-03-23,CUST471,3,50,150.0
472,2023-12-26,CUST472,3,300,900.0
473,2023-02-25,CUST473,1,50,50.0
474,2023-07-15,CUST474,3,500,1500.0
475,2023-01-20,CUST475,3,25,75.0
476,2023-08-29,CUST476,4,500,2000.0
477,2023-04-24,CUST477,4,30,120.0
478,2023-04-13,CUST478,2,30,60.0
479,2023-08-24,CUST479,4,300,1200.0
480,2023-06-29,CUST480,4,500,2000.0
481,2023-06-06,CUST481,4,300,1200.0
482,2023-04-27,CUST482,4,300,1200.0
483,2023-04-25,CUST483,1,30,30.0
484,2023-01-13,CUST484,4,300,1200.0
485,2023-12-04,CUST485,1,30,30.0
486,2023-04-09,CUST486,1,25,25.0
487,2023-07-24,CUST487,4,500,2000.0
488,2023-06-18,CUST488,3,300,900.0
489,2023-05-23,CUST489,1,30,30.0
490,2023-02-05,CUST490,3,50,150.0
491,2023-05-23,CUST491,3,300,900.0
492,2023-06-29,CUST492,4,25,100.0
493,2023-11-25,CUST493,2,25,50.0
494,2023-09-18,CUST494,4,50,200.0
495,2023-07-24,CUST495,2,30,60.0
496,2023-12-14,CUST496,2,300,600.0
497,2023-10-02,CUST497,4,30,120.0
498,2023-06-19,CUST498,4,25,100.0
499,2023-01-15,CUST499,2,30,60.0
500,2023-03-01,CUST500,4,25,100.0
501,2023-05-14,CUST501,2,30,60.0
502,2023-04-02,CUST502,3,50,150.0
503,2023-10-25,CUST503,4,500,2000.0
504,2023-05-16,CUST504,3,50,150.0
505,2023-01-20,CUST505,1,50,50.0
506,2023-02-25,CUST506,3,500,1500.0
507,2023-11-02,CUST507,3,500,1500.0
508,2023-08-11,CUST508,2,300,600.0
509,2023-06-26,CUST509,3,300,900.0
510,2023-06-10,CUST510,4,50,200.0
511,2023-08-12,CUST511,2,50,100.0
512,2023-11-07,CUST512,1,25,25.0
513,2023-09-19,CUST513,4,25,100.0
514,2023-03-01,CUST514,1,300,300.0
515,2023-07-17,CUST515,3,300,900.0
516,2023-10-23,CUST516,4,25,100.0
517,2023-04-08,CUST517,4,25,100.0
518,2023-05-11,CUST518,1,30,30.0
519,2023-01-23,CUST519,4,30,120.0
520,2023-12-29,CUST520,4,25,100.0
521,2023-08-12,CUST521,4,30,120.0
522,2023-01-01,CUST522,3,500,1500.0
523,2023-09-24,CUST523,1,300,300.0
524,2023-10-03,CUST524,4,300,1200.0
525,2023-12-18,CUST525,2,25,50.0
526,2023-12-10,CUST526,2,50,100.0
527,2023-04-11,CUST527,2,25,50.0
528,2023-07-06,CUST528,2,30,60.0
529,2023-08-09,CUST529,3,50,150.0
530,2023-02-05,CUST530,4,30,120.0
531,2023-12-07,CUST531,1,500,500.0
532,2023-06-19,CUST532,4,30,120.0
533,2023-11-16,CUST533,3,500,1500.0
534,2023-06-10,CUST534,2,500,1000.0
535,2023-12-06,CUST535,3,30,90.0
536,2023-03-05,CUST536,4,30,120.0
537,2023-06-03,CUST537,1,500,500.0
538,2023-09-17,CUST538,3,50,150.0
539,2023-06-08,CUST539,1,500,500.0
540,2023-12-08,CUST540,3,300,900.0
541,2023-07-29,CUST541,1,500,500.0
542,2023-06-17,CUST542,1,50,50.0
543,2023-07-26,CUST543,2,300,600.0
544,2023-12-23,CUST544,1,25,25.0
545,2023-06-01,CUST545,2,25,50.0
546,2023-10-11,CUST546,4,50,200.0
547,2023-03-07,CUST547,4,500,2000.0
548,2023-04-09,CUST548,2,30,60.0
549,2023-08-04,CUST549,2,50,100.0
550,2023-12-07,CUST550,3,300,900.0
551,2023-07-14,CUST551,3,300,900.0
552,2023-12-13,CUST552,3,25,75.0
553,2023-03-31,CUST553,4,300,1200.0
554,2023-11-12,CUST554,3,50,150.0
555,2023-10-19,CUST555,1,300,300.0
556,2023-06-04,CUST556,1,50,50.0
557,2023-07-27,CUST557,3,30,90.0
558,2023-10-08,CUST558,1,25,25.0
559,2023-01-01,CUST559,4,300,1200.0
560,2023-06-05,CUST560,1,50,50.0
561,2023-05-27,CUST561,4,500,2000.0
562,2023-04-18,CUST562,2,25,50.0
563,2023-08-09,CUST563,2,30,60.0
564,2023-10-24,CUST564,2,50,100.0
565,2023-11-07,CUST565,2,30,60.0
566,2023-12-02,CUST566,1,30,30.0
567,2023-06-14,CUST567,3,300,900.0
568,2023-08-27,CUST568,1,300,300.0
569,2023-08-15,CUST569,4,50,200.0
570,2023-08-15,CUST570,1,500,500.0
571,2023-12-12,CUST571,1,50,50.0
572,2023-04-20,CUST572,4,500,2000.0
573,2023-09-19,CUST573,2,30,60.0
574,2023-08-31,CUST574,2,25,50.0
575,2023-03-28,CUST575,2,50,100.0
576,2023-12-04,CUST576,3,50,150.0
577,2023-02-13,CUST577,4,500,2000.0
578,2023-05-26,CUST578,4,30,120.0
579,2023-09-21,CUST579,1,30,30.0
580,2023-12-06,CUST580,3,500,1500.0
581,2023-11-21,CUST581,2,30,60.0
582,2023-11-14,CUST582,3,300,900.0
583,2023-06-21,CUST583,4,25,100.0
584,2023-02-17,CUST584,4,50,200.0
585,2023-05-01,CUST585,1,25,25.0
586,2023-12-11,CUST586,1,50,50.0
587,2023-06-08,CUST587,4,300,1200.0
588,2023-04-26,CUST588,2,30,60.0
589,2023-04-12,CUST589,2,500,1000.0
590,2023-03-17,CUST590,3,300,900.0
591,2023-01-13,CUST591,4,25,100.0
592,2023-01-24,CUST592,4,500,2000.0
593,2023-05-06,CUST593,2,30,60.0
594,2023-09-01,CUST594,2,300,600.0
595,2023-11-09,CUST595,4,500,2000.0
596,2023-02-07,CUST596,1,300,300.0
597,2023-08-22,CUST597,4,300,1200.0
598,2023-08-01,CUST598,4,30,120.0
599,2023-11-19,CUST599,2,50,100.0
600,2023-10-22,CUST600,2,500,1000.0
601,2023-04-10,CUST601,1,30,30.0
602,2023-12-23,CUST602,1,300,300.0
603,2023-07-16,CUST603,3,30,90.0
604,2023-09-11,CUST604,4,50,200.0
605,2023-07-24,CUST605,2,500,1000.0
606,2023-05-05,CUST606,1,50,50.0
607,2023-03-17,CUST607,3,25,75.0
608,2023-12-02,CUST608,3,500,1500.0
609,2023-12-19,CUST609,2,50,100.0
610,2023-01-03,CUST610,2,300,600.0
611,2023-02-24,CUST611,3,500,1500.0
612,2023-08-06,CUST612,1,500,500.0
613,2023-04-23,CUST613,3,30,90.0
614,2023-04-01,CUST614,4,300,1200.0
615,2023-12-23,CUST615,4,25,100.0
616,2023-09-23,CUST616,2,50,100.0
617,2023-08-26,CUST617,1,30,30.0
618,2023-01-26,CUST618,1,50,50.0
619,2023-10-13,CUST619,4,25,100.0
620,2023-05-08,CUST620,3,25,75.0
621,2023-03-04,CUST621,2,500,1000.0
622,2023-08-22,CUST622,3,25,75.0
623,2023-03-10,CUST623,3,50,150.0
624,2023-08-26,CUST624,3,300,900.0
625,2023-12-08,CUST625,1,300,300.0
626,2023-09-29,CUST626,4,500,2000.0
627,2023-10-14,CUST627,1,50,50.0
